LCNS_NO,INDUTY_CD_NM,BSSH_NM,PRSDNT_NM,SITE_ADDR,HACCP_APPN_DT,HACCP_APPN_NO,PRDLST_NM,CLSBIZ_DVS_CD_NM,CLSBIZ_DT,ASGN_CANCL_DT,CRTFC_ENDDT,CRTFC_RETN_DT,sido,sigungu,haccp_designation_date
20040415018,식품제조가공업,대호식품,,충청북도 청주시 서원구,20260914,2020-6-0618,떡류,정상,,20290913,20290913,,충청북도,충청북도 청주시,2026-09-14
19910607016,식품제조가공업,(주)은하푸드웰,,경상남도 김해시,20260914,2024-2-0005,기타 수산물가공품,정상,,20290913,20290913,,경상남도,경상남도 김해시,2026-09-14
19910607016,식품제조가공업,(주)은하푸드웰,,경상남도 김해시,20260914,2024-2-0004,과ㆍ채가공품,정상,,20290913,20290913,,경상남도,경상남도 김해시,2026-09-14
19910607016,식품제조가공업,(주)은하푸드웰,,경상남도 김해시,20260914,2023-2-0355,기타가공품,정상,,20290913,20290913,,경상남도,경상남도 김해시,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2014-3-8319,캔디류,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
19970569108,식품제조가공업,유동산업 주식회사,,경상북도 성주군,20260914,2017-4-9105,발효식초,정상,,20290913,20290913,,경상북도,경상북도 성주군,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2017-3-9443,과ㆍ채가공품,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
20230162222,식품제조가공업,이재모피자 광복공장,,부산광역시 중구,20260914,2023-2-0354,빵류,정상,,20290913,20290913,,부산광역시,부산광역시 중구,2026-09-14
19910607016,식품제조가공업,(주)은하푸드웰,,경상남도 김해시,20260914,2017-2-9174,복합조미식품,정상,,20290913,20290913,,경상남도,경상남도 김해시,2026-09-14
20200401849,식품제조가공업,넛쯔공방,,강원특별자치도 원주시,20260914,2020-1-0756,과자,정상,,20290913,20290913,,강원특별자치도,강원특별자치도 원주시,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2020-3-0899,기타 농산가공품,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
19910607016,식품제조가공업,(주)은하푸드웰,,경상남도 김해시,20260914,2017-2-9173,소스,정상,,20290913,20290913,,경상남도,경상남도 김해시,2026-09-14
20010435332,식품제조가공업,다모아베이커리,,충청북도 제천시,20260914,2020-6-0621,빵류,정상,,20290913,20290913,,충청북도,충청북도 제천시,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2014-3-8318,과자,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2017-3-9445,땅콩 또는 견과류가공품,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
20230269010,식품제조가공업,주식회사 마띠아,,인천광역시 남동구,20260914,2023-3-0728,빵류,정상,,20290913,20290913,,인천광역시,인천광역시 남동구,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2017-3-9442,곡류가공품,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
20090527029,식품제조가공업,영광전통모시송편,,전남광주통합특별시 영광군,20260914,2020-5-0565,떡류,정상,,20290913,20290913,,전남광주통합특별시,전남광주통합특별시 영광군,2026-09-14
20010360017,식품제조가공업,대신농산(주)2공장,,경기도 안성시,20260914,2017-3-9444,땅콩버터,정상,,20290913,20290913,,경기도,경기도 안성시,2026-09-14
20160518109,식품제조가공업,주식회사 아리푸드,,전남광주통합특별시 고흥군,20260914,2017-5-9194,소스,정상,,20290913,20290913,,전남광주통합특별시,전남광주통합특별시 고흥군,2026-09-14
19980543216,식품제조가공업,안동제비원전통식품 제2공장,,경상북도 안동시,20260913,2023-4-0264,고추장,정상,,20290912,20290912,,경상북도,경상북도 안동시,2026-09-13
20030607215,식품제조가공업,찬슬,,경상남도 김해시,20260913,2023-2-0352,두류가공품,정상,,20290912,20290912,,경상남도,경상남도 김해시,2026-09-13
20200598409,식품제조가공업,농업법인회사 솔매,,경상남도 사천시,20260913,2023-2-0350,김치(기타김치),정상,,20290912,20290912,,경상남도,경상남도 사천시,2026-09-13
19980543216,식품제조가공업,안동제비원전통식품 제2공장,,경상북도 안동시,20260913,2023-4-0263,한식간장,정상,,20290912,20290912,,경상북도,경상북도 안동시,2026-09-13
20200598409,식품제조가공업,농업법인회사 솔매,,경상남도 사천시,20260913,2024-2-0143,김치(배추김치),정상,,20290912,20290912,,경상남도,경상남도 사천시,2026-09-13
20030607215,식품제조가공업,찬슬,,경상남도 김해시,20260913,2023-2-0351,곡류가공품,정상,,20290912,20290912,,경상남도,경상남도 김해시,2026-09-13
20190349263,식품제조가공업,(주)푸드엠코리아,,경기도 남양주시,20260913,2023-1-0619,기타가공품,정상,,20290912,20290912,,경기도,경기도 남양주시,2026-09-13
20190349263,식품제조가공업,(주)푸드엠코리아,,경기도 남양주시,20260913,2023-1-0618,즉석조리식품,정상,,20290912,20290912,,경기도,경기도 남양주시,2026-09-13
20170490254,식품제조가공업,우원푸드 농업회사법인(주),,전북특별자치도 정읍시,20260913,2017-5-9193,고춧가루,정상,,20290912,20290912,,전북특별자치도,전북특별자치도 정읍시,2026-09-13
20130017025,식품제조가공업(주류),(주)진로발효,,경기도 안산시 단원구,20260912,2017-3-9334,주정,정상,,20290911,20290911,,경기도,경기도 안산시,2026-09-12
20230656300,식품제조가공업,(주)강푸드,,충청남도 논산시,20260912,2023-6-0463,소스,정상,,20290911,20290911,,충청남도,충청남도 논산시,2026-09-12
20230896076,식품제조가공업,영남푸드,,경상남도 산청군,20260912,2023-2-0349,과자,정상,,20290911,20290911,,경상남도,경상남도 산청군,2026-09-12
20140560241,식품제조가공업,라그리마커피,,경상북도 경산시,20260912,2014-4-8076,커피,정상,,20290911,20290911,,경상북도,경상북도 경산시,2026-09-12
20230803139,식품제조가공업,주식회사 올빛,,경상북도 영천시,20260912,2023-4-0261,떡류,정상,,20290911,20290911,,경상북도,경상북도 영천시,2026-09-12
20100512021,식품제조가공업,주식회사 나주수산,,전남광주통합특별시 나주시,20260912,2014-5-8161,기타 수산물가공품,정상,,20290911,20290911,,전남광주통합특별시,전남광주통합특별시 나주시,2026-09-12
20100512021,식품제조가공업,주식회사 나주수산,,전남광주통합특별시 나주시,20260912,2014-5-8305,기타 수산물가공품 중 냉동어류,정상,,20290911,20290911,,전남광주통합특별시,전남광주통합특별시 나주시,2026-09-12
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2017-1-9284,혼합음료,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20180217277,식품제조가공업,햇채원,,전남광주통합특별시 동구,20260911,2026-5-0336,김치(기타김치),정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 동구,2026-09-11
20110501054,식품제조가공업,바다의향기,,전북특별자치도 부안군,20260911,2014-5-8310,조미김,정상,,20290910,20290910,,전북특별자치도,전북특별자치도 부안군,2026-09-11
20180395146,식품제조가공업,생제비제빵소,,경기도 가평군,20260911,2020-1-0746,과자,정상,,20290910,20290910,,경기도,경기도 가평군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2020-1-0983,과ㆍ채가공품,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20130144179,식품제조가공업,제이씨푸드,,부산광역시 사하구,20260911,2017-2-9162,기타 수산물가공품 중 냉동연체류,정상,,20290910,20290910,,부산광역시,부산광역시 사하구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2017-1-9284,혼합음료,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2021-1-0347,캔디류,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20100275132,식품제조가공업,제일유업(주),,경기도 화성시 만세구,20260911,2023-3-0716,기타가공품,정상,,20290910,20290910,,경기도,경기도 화성시,2026-09-11
20100275132,식품제조가공업,제일유업(주),,경기도 성남시 중원구,20260911,2023-3-0714,유함유가공품,폐업,20160128,20290910,20290910,,경기도,경기도 성남시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2018-1-9143,커피,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20180217277,식품제조가공업,햇채원,,전남광주통합특별시 동구,20260911,2026-5-0338,김치(배추김치),정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 동구,2026-09-11
20250746301,식품제조가공업,(주)미당,,전북특별자치도 정읍시,20260911,2026-5-0335,기타엿,정상,,20290910,20290910,,전북특별자치도,전북특별자치도 정읍시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2018-1-9042,액상차,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20220495436,식품제조가공업,(주)와이엠커피컴퍼니,,경기도 파주시,20260911,2023-1-0615,커피,정상,,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2020-1-0077,기타발효음료,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2017-1-9285,과ㆍ채음료,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20130033455,식품제조가공업,(주)씨엔더블유,,서울특별시 용산구,20260911,2026-1-0454,커피,폐업,20240508,20290910,20290910,,서울특별시,서울특별시 용산구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2018-1-9143,커피,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2022-1-0889,기타잼,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2020-1-0983,과ㆍ채가공품,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2020-1-9020,인삼ㆍ홍삼음료,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2020-1-0983,과ㆍ채가공품,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2017-1-9284,혼합음료,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20160487484,식품제조가공업,농업회사법인(주)라라스팜,,전북특별자치도 익산시,20260911,2023-5-0470,두부,정상,,20290910,20290910,,전북특별자치도,전북특별자치도 익산시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2017-1-9286,과ㆍ채주스,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20020518142,식품제조가공업,한성푸드영농조합법인,,전남광주통합특별시 고흥군,20260911,2017-5-9190,액상차,정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 고흥군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2025-1-0478,당류가공품,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2025-1-0478,당류가공품,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20100275132,식품제조가공업,제일유업(주),,경기도 화성시 만세구,20260911,2023-3-0714,유함유가공품,정상,,20290910,20290910,,경기도,경기도 화성시,2026-09-11
20200413007,식품제조가공업,무영농원,,강원특별자치도 횡성군,20260911,2020-1-0754,과ㆍ채주스,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2020-1-0748,기타가공품,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2017-1-9286,과ㆍ채주스,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2018-1-9042,액상차,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20160555102,식품제조가공업,농업회사법인(주)원광,,경상북도 영천시,20260911,2023-4-0258,음료베이스,정상,,20290910,20290910,,경상북도,경상북도 영천시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2022-1-0889,기타잼,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20200533098,식품제조가공업,완도바다영어조합법인,,전남광주통합특별시 완도군,20260911,2023-5-0472,즉석조리식품,정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 완도군,2026-09-11
20200533098,식품제조가공업,완도바다영어조합법인,,전남광주통합특별시 완도군,20260911,2023-5-0471,기타 수산물가공품,정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 완도군,2026-09-11
20100275132,식품제조가공업,제일유업(주),,경기도 성남시 중원구,20260911,2023-3-0716,기타가공품,폐업,20160128,20290910,20290910,,경기도,경기도 성남시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2020-1-0077,기타발효음료,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20100275132,식품제조가공업,제일유업(주),,경기도 화성시 만세구,20260911,2023-3-0715,소스,정상,,20290910,20290910,,경기도,경기도 화성시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2020-1-0077,기타발효음료,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110517025,식품제조가공업,지리산피아골식품 영농조합법인,,전남광주통합특별시 구례군,20260911,2026-5-0333,당절임,정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 구례군,2026-09-11
20100275132,식품제조가공업,제일유업(주),,경기도 성남시 중원구,20260911,2023-3-0715,소스,폐업,20160128,20290910,20290910,,경기도,경기도 성남시,2026-09-11
20250746301,식품제조가공업,(주)미당,,전북특별자치도 정읍시,20260911,2026-5-0334,과자,정상,,20290910,20290910,,전북특별자치도,전북특별자치도 정읍시,2026-09-11
20150386241,식품제조가공업,가배만쥬,,강원특별자치도 강릉시,20260911,2026-1-0457,과자,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 강릉시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2021-1-0347,캔디류,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20130144179,식품제조가공업,제이씨푸드,,부산광역시 사하구,20260911,2017-2-9270,기타 수산물가공품,정상,,20290910,20290910,,부산광역시,부산광역시 사하구,2026-09-11
20180395146,식품제조가공업,생제비제빵소,,경기도 가평군,20260911,2020-1-0747,빵류,정상,,20290910,20290910,,경기도,경기도 가평군,2026-09-11
20170208080,식품제조가공업,빵터지는집,,인천광역시 서해구,20260911,2020-3-0898,빵류,정상,,20290910,20290910,,인천광역시,인천광역시 서해구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2025-1-0478,당류가공품,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2021-1-0347,캔디류,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20170368469,식품제조가공업,주식회사 더꿈씨케이센터,,경기도 광주시,20260911,2017-3-9328,냉동식품 중 만두,정상,,20290910,20290910,,경기도,경기도 광주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2020-1-9020,인삼ㆍ홍삼음료,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20170471117,식품제조가공업,농업회사법인 한산모시식품(주),,충청남도 서천군,20260911,2017-6-9264,떡류,정상,,20290910,20290910,,충청남도,충청남도 서천군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2020-1-0748,기타가공품,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20180217277,식품제조가공업,햇채원,,전남광주통합특별시 동구,20260911,2026-5-0337,절임식품,정상,,20290910,20290910,,전남광주통합특별시,전남광주통합특별시 동구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2017-1-9285,과ㆍ채음료,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20260610691,식품제조가공업,온세까세로태장공장,,강원특별자치도 원주시,20260911,2026-1-0456,빵류,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 원주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2022-1-0889,기타잼,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2018-1-9143,커피,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2025-1-0347,올리브유,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2017-1-9285,과ㆍ채음료,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20130033455,식품제조가공업,(주)씨엔더블유,,경기도 파주시,20260911,2026-1-0454,커피,정상,,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2025-1-0347,올리브유,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2020-1-0748,기타가공품,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2017-1-9286,과ㆍ채주스,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20260610691,식품제조가공업,온세까세로태장공장,,강원특별자치도 원주시,20260911,2026-1-0455,과자,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 원주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,서울특별시 금천구,20260911,2020-1-9020,인삼ㆍ홍삼음료,폐업,20150820,20290910,20290910,,서울특별시,서울특별시 금천구,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,경기도 파주시,20260911,2025-1-0347,올리브유,폐업,20170904,20290910,20290910,,경기도,경기도 파주시,2026-09-11
20110084489,식품제조가공업,(주)웰파인,,강원특별자치도 횡성군,20260911,2018-1-9042,액상차,정상,,20290910,20290910,,강원특별자치도,강원특별자치도 횡성군,2026-09-11
20150378327,식품제조가공업,양평군농산물가공지원센터,,경기도 양평군,20260910,2026-3-0573,초콜릿가공품,정상,,20290909,20290909,,경기도,경기도 양평군,2026-09-10
20130622030,식품소분업,지리산 산청시골농장,,경상남도 산청군,20260910,2020-2-0357,식품소분업,정상,,20290909,20290909,,경상남도,경상남도 산청군,2026-09-10
20200374111,식품제조가공업,주식회사 보고바이오,,경기도 이천시,20260910,2026-3-0571,곡류가공품,폐업,20250417,20290909,20290909,,경기도,경기도 이천시,2026-09-10
20130604361,식품제조가공업,(주)보경씨푸드,,경상남도 통영시,20260910,2026-2-0364,기타 수산물가공품 중 냉동연체류,정상,,20290909,20290909,,경상남도,경상남도 통영시,2026-09-10
20260565452,식품제조가공업,어썸베이킹,,경기도 화성시 효행구,20260910,2026-3-0574,과자,정상,,20290909,20290909,,경기도,경기도 화성시,2026-09-10
20260054859,식품제조가공업,핫시즈너 가공(3),,서울특별시 성동구,20260910,2026-1-0453,떡류,정상,,20290909,20290909,,서울특별시,서울특별시 성동구,2026-09-10
20130604361,식품제조가공업,(주)보경씨푸드,,경상남도 통영시,20260910,2026-2-0362,절임식품,정상,,20290909,20290909,,경상남도,경상남도 통영시,2026-09-10
20260565452,식품제조가공업,어썸베이킹,,경기도 화성시 효행구,20260910,2026-3-0575,빵류,정상,,20290909,20290909,,경기도,경기도 화성시,2026-09-10
20170358023,식품제조가공업,꿈꾸는 유니팜,,경기도 이천시,20260910,2020-3-0891,혼합음료,정상,,20290909,20290909,,경기도,경기도 이천시,2026-09-10
20090362765,식품제조가공업,강연식품,,경기도 김포시,20260910,2020-3-0892,소스,정상,,20290909,20290909,,경기도,경기도 김포시,2026-09-10
20210444104,식품제조가공업,엔에이치 바이오,,충청북도 제천시,20260910,2026-6-0411,기타 식용유지가공품,정상,,20290909,20290909,,충청북도,충청북도 제천시,2026-09-10
20130604361,식품제조가공업,(주)보경씨푸드,,경상남도 통영시,20260910,2026-2-0363,기타 수산물가공품,정상,,20290909,20290909,,경상남도,경상남도 통영시,2026-09-10
20170358023,식품제조가공업,꿈꾸는 유니팜,,경기도 이천시,20260910,2020-3-0890,액상차,정상,,20290909,20290909,,경기도,경기도 이천시,2026-09-10
20140614585,식품제조가공업,(주)비비에프(BBF),,경상남도 양산시,20260910,2020-2-0359,소스,정상,,20290909,20290909,,경상남도,경상남도 양산시,2026-09-10
20200374111,식품제조가공업,주식회사 보고바이오,,경기도 여주시,20260910,2026-3-0571,곡류가공품,정상,,20290909,20290909,,경기도,경기도 여주시,2026-09-10
20220517149,식품제조가공업,주식회사 잼홀릭,,경기도 양주시,20260910,2026-1-0451,기타잼,정상,,20290909,20290909,,경기도,경기도 양주시,2026-09-10
20220517149,식품제조가공업,주식회사 잼홀릭,,경기도 양주시,20260910,2026-1-0450,잼,정상,,20290909,20290909,,경기도,경기도 양주시,2026-09-10
20210444104,식품제조가공업,엔에이치 바이오,,충청북도 제천시,20260910,2026-6-0412,발효식초,정상,,20290909,20290909,,충청북도,충청북도 제천시,2026-09-10
20140614585,식품제조가공업,(주)비비에프(BBF),,경상남도 양산시,20260910,2020-2-0358,과ㆍ채주스,정상,,20290909,20290909,,경상남도,경상남도 양산시,2026-09-10
20170208080,식품제조가공업,빵터지는집,,인천광역시 서해구,20260909,2026-3-0567,기타가공품,정상,,20290908,20290908,,인천광역시,인천광역시 서해구,2026-09-09
20190500071,식품제조가공업,래미에프앤비,,전북특별자치도 무주군,20260909,2026-5-0331,땅콩버터,정상,,20290908,20290908,,전북특별자치도,전북특별자치도 무주군,2026-09-09
20050156025,식품제조가공업,바론식품 주식회사,,부산광역시 기장군,20260909,2026-2-0358,조미액젓,정상,,20290908,20290908,,부산광역시,부산광역시 기장군,2026-09-09
20130275309,식품제조가공업,주식회사 황초원,,경기도 성남시 중원구,20260909,2020-3-0886,혼합음료,정상,,20290908,20290908,,경기도,경기도 성남시,2026-09-09
20200475126,식품제조가공업,주식회사 청화농산 종천공장,,충청남도 서천군,20260909,2020-6-0605,고춧가루,정상,,20290908,20290908,,충청남도,충청남도 서천군,2026-09-09
20170208080,식품제조가공업,빵터지는집,,인천광역시 서해구,20260909,2026-3-0568,과자,정상,,20290908,20290908,,인천광역시,인천광역시 서해구,2026-09-09
20070617026,식품제조가공업,유한책임회사 세진에프엔에스,,경상남도 함안군,20260909,2026-2-0359,빵류,정상,,20290908,20290908,,경상남도,경상남도 함안군,2026-09-09
20160106808,식품제조가공업,트리즈랩,,서울특별시 강남구,20260909,2026-3-0570,음료베이스,폐업,20180705,20290908,20290908,,서울특별시,서울특별시 강남구,2026-09-09
20130275309,식품제조가공업,주식회사 황초원,,경기도 성남시 중원구,20260909,2020-3-0885,액상차,정상,,20290908,20290908,,경기도,경기도 성남시,2026-09-09
20100444077,식품제조가공업,(주) 시즈너,,충청북도 괴산군,20260909,2026-6-0410,김치(기타김치),정상,,20290908,20290908,,충청북도,충청북도 괴산군,2026-09-09
20060386058,식품제조가공업,강릉우리국수공장,,강원특별자치도 강릉시,20260909,2020-1-0741,국수,정상,,20290908,20290908,,강원특별자치도,강원특별자치도 강릉시,2026-09-09
20200363098,식품첨가물제조업,(주)에프엠시스템,,경기도 용인시 기흥구,20260909,2020-3-0884,식품첨가물제조업(이산화염소(수)),정상,,20290908,20290908,,경기도,경기도 용인시,2026-09-09
20050156025,식품제조가공업,바론식품 주식회사,,부산광역시 기장군,20260909,2026-2-0357,소스,정상,,20290908,20290908,,부산광역시,부산광역시 기장군,2026-09-09
20260474422,식품제조가공업,베이토리,,경기도 안산시 단원구,20260909,2026-3-0569,빵류,정상,,20290908,20290908,,경기도,경기도 안산시,2026-09-09
20130275309,식품제조가공업,주식회사 황초원,,경기도 성남시 중원구,20260909,2020-3-1250,침출차,정상,,20290908,20290908,,경기도,경기도 성남시,2026-09-09
20200363098,식품첨가물제조업,(주)에프엠시스템,,경기도 용인시 기흥구,20260909,2020-3-0888,식품첨가물제조업(혼합제제),정상,,20290908,20290908,,경기도,경기도 용인시,2026-09-09
20130275309,식품제조가공업,주식회사 황초원,,경기도 성남시 중원구,20260909,2020-3-1251,고형차,정상,,20290908,20290908,,경기도,경기도 성남시,2026-09-09
20130275309,식품제조가공업,주식회사 황초원,,경기도 성남시 중원구,20260909,2024-3-0900,과ㆍ채음료,정상,,20290908,20290908,,경기도,경기도 성남시,2026-09-09
20160106808,식품제조가공업,(주)트리즈랩,,경기도 광주시,20260909,2026-3-0570,음료베이스,정상,,20290908,20290908,,경기도,경기도 광주시,2026-09-09
19980443014,식품제조가공업,씨제이제일제당(주),,충청북도 진천군,20260908,2012-6-8166,즉석섭취식품,정상,,20290907,20290907,,충청북도,충청북도 진천군,2026-09-08
20150506324,식품제조가공업,돌산버섯영농조합법인,,전남광주통합특별시 여수시,20260908,2023-5-0467,커피,정상,,20290907,20290907,,전남광주통합특별시,전남광주통합특별시 여수시,2026-09-08
20200491572,식품제조가공업,주식회사 이은,,전북특별자치도 익산시,20260908,2020-5-0780,소스,정상,,20290907,20290907,,전북특별자치도,전북특별자치도 익산시,2026-09-08
20140106498,식품제조가공업,노아베이커리공장,,서울특별시 강남구,20260908,2023-1-0612,빵류,폐업,20190429,20290907,20290907,,서울특별시,서울특별시 강남구,2026-09-08
20140106498,식품제조가공업,노아베이커리 성수공장,,서울특별시 성동구,20260908,2023-1-0612,빵류,정상,,20290907,20290907,,서울특별시,서울특별시 성동구,2026-09-08
20130199274,식품제조가공업,(주)지엔인터내셔널,,인천광역시 남동구,20260908,2020-3-0881,커피,폐업,20191016,20290907,20290907,,인천광역시,인천광역시 남동구,2026-09-08
20160366368,식품제조가공업,(주)아람들식품,,경기도 화성시 만세구,20260908,2017-3-9329,고춧가루,정상,,20290907,20290907,,경기도,경기도 화성시,2026-09-08
20160494264,식품제조가공업,진블루베리 농산물 가공전문,,전북특별자치도 완주군,20260908,2020-5-0556,과ㆍ채주스,정상,,20290907,20290907,,전북특별자치도,전북특별자치도 완주군,2026-09-08
20200491572,식품제조가공업,주식회사 이은,,전북특별자치도 익산시,20260908,2023-5-0466,기타가공품,정상,,20290907,20290907,,전북특별자치도,전북특별자치도 익산시,2026-09-08
20140525215,식품제조가공업,황토마을 영농조합법인,,전남광주통합특별시 무안군,20260908,2020-5-0558,절임식품,정상,,20290907,20290907,,전남광주통합특별시,전남광주통합특별시 무안군,2026-09-08
