PRDTNM,RTRVLPRVNS,BSSHNM,ADDR,TELNO,BRCDNO,FRMLCUNIT,MNFDT,RTRVLPLANDOC_RTRVLMTHD,DISTBTMLMT,PRDLST_TYPE,IMG_FILE_PATH,PRDLST_CD,CRET_DTM,RTRVLDSUSE_SEQ,PRDLST_REPORT_NO,RTRVL_GRDCD_NM,PRDLST_CD_NM,LCNS_NO,sido,sigungu,record_date
영양점적세트 F.D.S.G,총용출량(n-헵탄) 기준치 초과,(주)한국메디칼사푸라이,서울특별시 금천구,,미표시 제품,1개,데이터없음,일정협의 후 직접 방문 회수 및 택배 수거,,기구용기포장,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=601361,F0100000100000,2018-07-17 19:00:23.539271,3000076079,,3등급,폴리염화비닐,19950084104,서울특별시,서울특별시 금천구,2018-07-17
영양점적세트 F.D.S.C,총용출량(n-헵탄용매) 기준치 초과,(주)한국메디칼사푸라이,서울특별시 금천구,,미표시 제품,1개,데이터없음,일정협의 후 직접 방문 회수 및 택배 수거,,기구용기포장,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=601185,F0100000100000,2018-07-17 18:59:32.89323,3000076086,,3등급,폴리염화비닐,19950084104,서울특별시,서울특별시 금천구,2018-07-17
교촌박스(소)_내부종이(속지),형광증백제 검출,(주)케이앤에스팩,대구광역시 북구,,미표시 제품,장,표시대상 아님,물류창고 납품제품 직접 방문하여 전량회수,표시대상 아님,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=594516, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=594517, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=596643, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=596644",F1100000100000,2018-07-11 10:35:18.813529,3000075418,,3등급,종이제,20030169025,대구광역시,대구광역시 북구,2018-07-11
물래실백하수오분말,원료 등의 구비요건 위반,물래실농원,경상북도 예천군,,미표시 제품,300g,2018.2.15. / 2018.3.18.,구매자 직접 전화통화,미표시 제품,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=560915, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=560917",C0323020000000,2018-05-03 14:42:27.719312,3000070455,,3등급,기타가공품,20070571086,경상북도,경상북도 예천군,2018-05-03
영양공급백,총용출량 검사 부적합,(주)가주헬스케어,경기도 하남시,,,,2018.01.03,,,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=515517, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=515108, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=515109",F0100000200000,2018-02-28 17:48:12.33197,3000066069,,자율회수,폴리에틸렌,20130036663,경기도,경기도 하남시,2018-02-28
진도예향홍주 60%,DEHP(디에틸헥실프탈레이트) 검출 부적합,진도예향영농조합법인,전남광주통합특별시 진도군,,8809077790539,"2,000ml",2017년 8월 5일,언론보도 및 판매업체 유선을 통한 회수,제조일자 표시대상 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=512084, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=512083",C0127100000000,2018-02-02 17:03:53.502504,3000065696,201300192661,1등급,리큐르,20130019266,전남광주통합특별시,전남광주통합특별시 진도군,2018-02-02
리큐르주 성원홍주,DEHP(디에틸헥실프탈레이트) 검출 부적합,성원홍주,전남광주통합특별시 진도군,,8809410220020,700ml,2017년 8월 16일,판매처 유선통화 및 언론 보도자료,제조일자 표시대상 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=512065, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=512066",C0127100000000,2018-02-02 17:03:32.928606,3000065689,201300191831,1등급,리큐르,20130019183,전남광주통합특별시,전남광주통합특별시 진도군,2018-02-02
진도홍주,디에틸헥실프탈레이트(DEHP) 기준초과 검출,대대로영농조합법인,전남광주통합특별시 진도군,,8809003297002,200ml/1병,2017.11.18,거래처 유선확인 및 언론보도자료,제조일자 표시 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498586, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498587",C0127090000000,2018-01-10 18:53:18.45415,3000064806,201300190989,1등급,일반증류주,20130019098,전남광주통합특별시,전남광주통합특별시 진도군,2018-01-10
진도홍주루비콘,디에틸헥실프탈레이트(DEHP) 기준초과 검출,대대로영농조합법인,전남광주통합특별시 진도군,,"8809003291017, 8809003290911, 8809003291277","375ml/1병, 500ml/1병, 700ml/1병","2017.12.16, 2017.12.21, 2017.12.23",판매처 유선통화 및 언론 보도자료,제조일자 표시 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498614, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498615, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498612, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498613, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498603, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498604",C0127100000000,2018-01-10 19:02:09.426657,3000064823,201300190983,1등급,리큐르,20130019098,전남광주통합특별시,전남광주통합특별시 진도군,2018-01-10
진도홍주만홍,디에틸헥실프탈레이트(DEHP) 기준초과 검출,대대로영농조합법인,전남광주통합특별시 진도군,,"8809003291000, 8809003291222","300ml, 500ml","2017.12.2, 2017.9.12",유통판매자 등과 유선 통화 및 언론보도자료,제조일자 표시 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498597, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498598, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498611, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498610",C0127100000000,2018-01-10 19:01:22.395156,3000064812,201300190986,1등급,리큐르,20130019098,전남광주통합특별시,전남광주통합특별시 진도군,2018-01-10
진도홍주 38˚,디에틸헥실프탈레이트(DEHP) 기준초과 검출,대대로영농조합법인,전남광주통합특별시 진도군,,8809003296999,500ml/1병,2013.8.7,유통판매자 등과 유선 통화 및 언론보도자료,제조일자 표시 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498595, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=498596",C0127090000000,2018-01-10 19:01:46.877925,3000064816,201300190981,1등급,일반증류주,20130019098,전남광주통합특별시,전남광주통합특별시 진도군,2018-01-10
진도홍주 Classic,"디부틸프탈레이트(DBP), 디에틸헥실프탈레이트(DEHP) 검출",대대로영농조합법인,전남광주통합특별시 진도군,,8809003293332,750ml,2017년 8월 10일,유통판매업체 유선확인및 재고량 파악후 회수조치,제조일자 표시 식품으로 해당사항 없음,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=494050, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=494049",C0127090000000,2017-12-28 17:26:25.594568,3000064327,2013001909811,1등급,일반증류주,20130019098,전남광주통합특별시,전남광주통합특별시 진도군,2017-12-28
금호경질복전골28,니켈 기준 규격 부적합,(주)금호산업,부산광역시 사상구,,8809433080052,개,표시대상 아님,직접회수,표시대상 아님,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=406636, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=406637",F0500000100000,2017-08-08 17:36:00.837608,3000055240,,2등급,금속제,,부산광역시,부산광역시 사상구,2017-08-08
금호경질복전골26,니켈 기준 규격 부적합,(주)금호산업,부산광역시 사상구,,8809433080045,개,표시대상 아님,회수영업자 직접 회수,표시대상 아님,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=406632, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=406633",F0500000100000,2017-08-08 17:35:36.412875,3000055230,,2등급,금속제,,부산광역시,부산광역시 사상구,2017-08-08
마밤 텐테이션,한시적 기준 및 규격이 정하지 아니한 식품첨가물 사용(Potassium Aluminium Silicate),우솔비앤비(주),서울특별시 송파구,,,750ml,"2016.08.30, 2016.11.14",각 납품처 회수 요청 및 직접 방문 회수,표시대상 아님,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=285135, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=285137",C0127050000000,2017-02-14 20:59:33.122391,3000044850,,1등급,과실주,19990114624,서울특별시,서울특별시 송파구,2017-02-14
마밤 글래시어,한시적 기준 및 규격이 정하지 아니한 식품첨가물 사용(Potassium Aluminium Silicate),우솔비앤비(주),서울특별시 송파구,,,750ml,"2016.08.30, 2016.11.14",각 납품처 회수 요청 및 직접 방문 회수,표시대상 아님,주류,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=285132, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=323741",C0127050000000,2017-02-14 20:59:59.713506,3000044809,,1등급,과실주,19990114624,서울특별시,서울특별시 송파구,2017-02-14
리얼 피스타치오,원재료(볶음피스타치오) 자가품질검사 결과 아플라톡신 기준 초과,동그린주식회사,강원특별자치도 강릉시,,,5.5kg,2016.06.25,,표시대상아님,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=174533, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=174532",C0201180100000,2016-07-19 13:40:11.414831,3000030501,19960379001196,,아이스크림,19960379001,강원특별자치도,강원특별자치도 강릉시,2016-07-19
化風丹(화풍단),식품원료로 사용할수 없는 초오를 포함한 제품 판매,"강**,문**",경남하동군작은삼내길,,,,무표시 제품,반품 처리 또는 직접 방문회수,무표시 제품,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=170195, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=170196",C0130080400000,2016-07-07 08:27:53.542731,3000029390,,1등급,기타가공품,,경남하동군작은삼내길,경남하동군작은삼내길,2016-07-07
정선 황기간장 바파다,무등록 제조,(주)부자손,강원특별자치도 정선군,,8809441970055,"100g, 200g",무표시 제품,반품처리 또는 직접 방문회수,무표시 제품,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=168960, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=168959",C0120060000000,2016-07-05 16:51:37.608293,3000029220,,1등급,혼합간장,,강원특별자치도,강원특별자치도 정선군,2016-07-05
시래기 바파다,무등록 제조,(주)부자손,강원특별자치도 정선군,,8809441970055,"50g, 150g",데이터없음,반품처리 또는 직접 방문회수,표시 없음,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=169024, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=169023, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=169022",C0129040000000,2016-07-05 16:53:22.679123,3000029228,,1등급,과.채가공품류,,강원특별자치도,강원특별자치도 정선군,2016-07-05
후레쉬캔디 초코맛,리스테리아 모노사이토제네스 검출,(주)주한산업,세종특별자치시,,,70mL,2016.04.04,,표시대상아님,축산물,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=135337, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=135338",C0201180300000,2016-04-26 15:34:48.779435,3000024160,1989025704615,,샤베트,19890257046,세종특별자치시,세종특별자치시,2016-04-26
쁘띠 다쥐르,자가품질검사결과 리스테리아모노사이토제네스 부적합,(주)주한산업,세종특별자치시,,8809089691565,140ml,2015.11.10,,표시대상 아님,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=78038, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=78039",C0201180300000,2015-12-15 17:44:20.644156,3000016793,,,샤베트,19890257019,세종특별자치시,세종특별자치시,2015-12-15
서울더블데이트(바닐라&딸기),자가품질검사결과 리스테리아모노사이토제네스 부적합,(주)주한산업,세종특별자치시,,8809089691381,180ml,2015.11.17,,표시대상아님,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=78023, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=78024",C0201180000000,2015-12-15 17:45:02.366137,3000016786,1989025704673,,아이스크림류,19890257046,세종특별자치시,세종특별자치시,2015-12-15
짝꿍 바닐라맛,자가품질검사결과 리스테리아모노사이토제네스 부적합,(주)주한산업,세종특별자치시,,8809089691039,140ml,2015.11.09,,표시대상아님,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=78034, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=78035",C0201180300000,2015-12-15 17:44:43.049845,3000016789,,,샤베트,19890257019,세종특별자치시,세종특별자치시,2015-12-15
아띠캔디(딸기향첨가),세균수 초과,(주)라벤다,충청북도 음성군,,8809153010162,50ml,20151119,자진회수(자가 차량 회수),표시대상 아님,가공식품,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=73429, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=73430, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=73431",C0101040000000,2015-12-02 18:09:09.237584,3000016025,2003044504027,3등급,빙과류,20030445040,충청북도,충청북도 음성군,2015-12-02
팝콘그릇,포름알데히드 초과,영수산업,경기도 시흥시,,8809065320038,,표시대상 아님,직접 회수,표시대상 아님,기구용기포장,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=16860,F0600000100000,2015-07-07 18:16:15.807838,3000004409,,1등급,목재류,19990338272,경기도,경기도 시흥시,2015-07-07
대나무제 주방용품(찜기뚜껑 15cm),포름알데히드 초과,(주)엘스코퍼레이션,경기도 하남시,,,,표시대상 아님,당사 담당이사 직접업체 방문후 전량회수,표시대상 아님,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=9888, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=9889, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=9890, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=10289",F0600000100000,2015-06-18 17:19:53.551452,3000002863,,1등급,목재류,20150345017,경기도,경기도 하남시,2015-06-18
대나무도마,포름알데히드 초과,영무역,전북특별자치도 남원시,,미표시,낱개 포장,표시대상 아님,영업자 회수,표시대상 아님,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000100942, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000100943",F0600000100000,2015-05-06 05:56:55.0,2015001098,,1등급,목재류,,전북특별자치도,전북특별자치도 남원시,2015-05-06
녹중탕,무등록 식품제조가공업자가 제조,한성탕제원,울산광역시 남구,,미표시,150g,20140831,영업자 회수,무표시 제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000097819, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000097821",Z3800100000000,2014-10-29 08:07:44.0,2014001777,,1등급,기타기준규격외,,울산광역시,울산광역시 남구,2014-10-29
남자를 위하여,유통기한 미표시,(주)폴라리스이엔비,강원특별자치도 화천군,,미표시,1g/포*5개입/1상자,무표시 제품,영업자 회수,무표시 제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000097745, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000097746",C0130080400000,2014-10-22 05:44:32.0,2014001726,,1등급,기타가공품,,강원특별자치도,강원특별자치도 화천군,2014-10-22
한솥헛개나무열매즙,무표시 제품,한솥미담식품,경상북도 경산시,,미표시,90ml*30포/box,무표시 제품,영업자 회수,무표시 제품,,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000096237,C0116020000000,2014-07-02 11:08:59.0,2014000927,,1등급,액상차,,경상북도,경상북도 경산시,2014-07-02
환(제품명 없음),피록시캄 등 검출,(주)정민,서울특별시 강북구,,미표시,,무표시 제품,영엽자 회수,무표시 제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095324, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095325",C0130080400000,2014-04-18 05:06:19.0,2014000460,,1등급,기타가공품,,서울특별시,서울특별시 강북구,2014-04-18
캡슐(제품명 없음),아미노타다라필 등 검출,(주)정민,서울특별시 강북구,,미표시,,무표시 제품,영업자 회수,무표시 제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095316, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095317, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095321",C0130080400000,2014-04-18 05:03:25.0,2014000459,,1등급,기타가공품,,서울특별시,서울특별시 강북구,2014-04-18
세이브엘 다용도 간편 바베큐석쇠,니켈 용출 기준 위반,롯데쇼핑(주)롯데마트사업본부,서울특별시 송파구,,0451332652106,"L, M",표시대상 아님,영업자 회수,표시대상 아님,기구용기포장,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095134, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095135",F0500000100000,2014-03-31 08:24:46.0,2014000362,,2등급,금속제,20110015066,서울특별시,서울특별시 송파구,2014-03-31
헬스골드파워,"실데나필, 타다라필, 아미노타다라필 검출",주식회사 플러스홈,서울특별시 금천구,,미표시,350mgX30cap,무표시 제품,판매자 회수,무표시 제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095090, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095091, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095092, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095093",C0130080400000,2014-03-25 06:15:51.0,2014000339,,1등급,기타가공품,,서울특별시,서울특별시 금천구,2014-03-25
순한맛떡볶이분말,무표시 제품,신불식품,,,미표시,3.9kg,데이터없음,영업자 회수,20150217,,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095011,C0121070000000,2014-03-18 06:45:43.0,2014000308,,1등급,복합조미식품,,,,2014-03-18
매운맛떡볶이분말,무표시 제품,신불식품,,,미표시,3.9kg,데이터없음,영업자 회수,20150217,,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000095009,C0121070000000,2014-03-18 06:44:58.0,2014000307,,1등급,복합조미식품,,,,2014-03-18
Ge환(丸),유통기한 무표시 제품,(주)지이엠에이코리아,서울특별시 강남구,,미표시,"박스/30병, 박스/60병",무표시 제품,영업자 회수,무표시 제품,,http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=321838,C0130080400000,2014-03-18 05:47:44.0,2014000304,,1등급,기타가공품,,서울특별시,서울특별시 강남구,2014-03-18
바나나식초,무등록 식품제조가공업자가 제조,쏭이핸드메이드,대전광역시 유성구,,미표시,500ml 및 1000ml,무표시 제품,영업자 회수,무표시제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000094703, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000094704, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000094707",C0121010500000,2014-02-19 03:28:09.0,2014000161,,1등급,기타식초,,대전광역시,대전광역시 유성구,2014-02-19
깐도라지,무등록 식품제조가공업,흥농농산(주),경기도 하남시,,무표시,8kg,무표시 제품,영업자 회수,무표시 제품,,"http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000094665, http://coop.foodsafetykorea.go.kr/open/minfo_image.do?fSeq=1000094666",C0129040100000,2014-02-06 03:45:37.0,2014000139,,1등급,과.채가공품,,경기도,경기도 하남시,2014-02-06
